sg nom,sg gen,sg part,sg ill,sg ine,sg ela,sg all,sg ade,sg abl,sg trans,sg term,sg com,pl nom,pl gen,pl part,pl ill,pl ine,pl ela,pl all,pl ade,pl abl,pl trans,pl term,pl com,kommentaar
rohoin,rohoizõ,rohoissõ,rohoizõsõ,rohoizõz,rohoizõss,rohoizõllõ,rohoizõll,rohoizõlt,rohoizõssi,rohoizõssaa,rohoizõka,rohoizõd,rohoizijõ,rohoiziit,rohoiziisõ,rohoiziiz,rohoiziiss,rohoiziillõ,rohoiziill,rohoiziilt,rohoiziissi,rohoiziissaa,rohoizijka,
rohosirkkõ,rohosirka,rohosirkka,rohosirkkasõ,rohosirkkõz,rohosirkõss,rohosirkõllõ,rohosirkõll,rohosirkõlt,rohosirkõssi,rohosirkkõssaa,rohosirkõka,rohosirkõd,rohosirkkojõ,rohosirkkoit,rohosirkkoisõ,rohosirkkoiz,rohosirkkoiss,rohosirkkoillõ,rohosirkkoill,rohosirkkoilt,rohosirkkoissi,rohosirkkoissaa,rohosirkkoika,
rokkalintu,rokkalinnu,rokkalintua,rokkalintusõ,rokkalinnuz,rokkalinnuss,rokkalinnullõ,rokkalinnull,rokkalinnult,rokkalinnussi,rokkalinnussaa,rokkalinnuka,rokkalinnud,rokkalintujõ,rokkalintuit,rokkalintuisõ,rokkalintuiz,rokkalintuiss,rokkalintuillõ,rokkalintuill,rokkalintuilt,rokkalintuissi,rokkalintuissaa,rokkalintuika,
rokkõ,roka,rokka,rokkasõ,rokkõz,rokõss,rokõllõ,rokõll,rokõlt,rokõssi,rokkõssaa,rokõka,rokõd,rokkijõ,rokkiit,rokkiisõ,rokkiiz,rokkiiss,rokkiillõ,rokkiill,rokkiilt,rokkiissi,rokkiissaa,rokkijka,
roojõ,rooja,rooja,roojasõ,roojõz,roojõss,roojõllõ,roojõll,roojõlt,roojõssi,roojõssaa,roojõka,roojõd,roojijõ,roojiit,roojiisõ,roojiiz,roojiiss,roojiillõ,roojiill,roojiilt,roojiissi,roojiissaa,roojijka,
roojõkõz,roojõkka,roojõkõssõ,roojõkkasõ,roojõkkaz,roojõkkass,roojõkkallõ,roojõkkall,roojõkkalt,roojõkkassi,roojõkkassaa,roojõkkaka,roojõkkad,roojõkkajõ,roojõkkait,roojõkkaisõ,roojõkkaiz,roojõkkaiss,roojõkkaillõ,roojõkkaill,roojõkkailt,roojõkkaissi,roojõkkaissaa,roojõkkaika,küsida Heinikeselt roojõkõz VS roojakõz (kas põhineb sg gen?)
rookõ,rooga,rooka,rookasõ,roogõz,roogõss,roogõllõ,roogõll,roogõlt,roogõssi,roogõssaa,roogõka,roogõd,rookijõ,rookiit,rookiisõ,rookiiz,rookiiss,rookiillõ,rookiill,rookiilt,rookiissi,rookiissaa,rookijka,Laaksol -õi- mitmus
rooppõ,roopa,rooppa,rooppasõ,rooppõz,roopõss,roopõllõ,roopõll,roopõlt,roopõssi,rooppõssaa,roopõka,roopõd,rooppõjõ,roopõit,roopõisõ,roopõiz,roopõiss,roopõillõ,roopõill,roopõilt,roopõissi,roopõissaa,roopõika,
Roottsi,Rootsi,Roottsia,Roottsisõ,Roottsiz,Rootsiss,Rootsillõ,Rootsill,Rootsilt,Rootsissi,Roottsissaa,Rootsika,Rootsid,Roottsijõ,Roottsiit,Roottsiisõ,Roottsiiz,Roottsiiss,Roottsiillõ,Roottsiill,Roottsiilt,Roottsiissi,Roottsiissaa,Roottsijka,
roottsilain,roottsilaizõ,roottsilaissõ,roottsilaizõsõ,roottsilaizõz,roottsilaizõss,roottsilaizõllõ,roottsilaizõll,roottsilaizõlt,roottsilaizõssi,roottsilaizõssaa,roottsilaizõka,roottsilaizõd,roottsilaisijõ,roottsilaisiit,roottsilaisiisõ,roottsilaisiiz,roottsilaisiiss,roottsilaisiillõ,roottsilaisiill,roottsilaisiilt,roottsilaisiissi,roottsilaisiissaa,roottsilaisijka,
ruska,ruska,ruskatõ,ruskasõ,ruskaz,ruskass,ruskallõ,ruskall,ruskalt,ruskassi,ruskassaa,ruskaka,ruskad,ruskõjõ,ruskõit,ruskõisõ,ruskõiz,ruskõiss,ruskõillõ,ruskõill,ruskõilt,ruskõissi,ruskõissaa,ruskõika,
rusko,ruzgo,ruskoa,ruskosõ,ruzgoz,ruzgoss,ruzgollõ,ruzgoll,ruzgolt,ruzgossi,ruzgossaa,ruzgoka,ruzgod,ruskojõ,ruskoit,ruskoisõ,ruskoiz,ruskoiss,ruskoillõ,ruskoill,ruskoilt,ruskoissi,ruskoissaa,ruskoika,
ruskolain,ruskolaizõ,ruskolaissõ,ruskolaizõsõ,ruskolaizõz,ruskolaizõss,ruskolaizõllõ,ruskolaizõll,ruskolaizõlt,ruskolaizõssi,ruskolaizõssaa,ruskolaizõka,ruskolaizõd,ruskolaisijõ,ruskolaisiit,ruskolaisiisõ,ruskolaisiiz,ruskolaisiiss,ruskolaisiillõ,ruskolaisiill,ruskolaisiilt,ruskolaisiissi,ruskolaisiissaa,ruskolaisijka,
räpäle,räpälä,räpälä,räpäläse,räpälez,räpäless,räpälelle,räpälell,räpälelt,räpälessi,räpälessaa,räpäleka,räpäled,räpälöje,räpälöit,räpälöise,räpälöiz,räpälöiss,räpälöille,räpälöill,räpälöilt,räpälöissi,räpälöissaa,räpälöika,
rätte,räte,rätteä,rättese,rättez,rätess,rätelle,rätell,rätelt,rätessi,rättessaa,räteka,räted,rätteje,rätteit,rätteise,rätteiz,rätteiss,rätteille,rätteill,rätteilt,rätteissi,rätteissaa,rätteika,
rööveli,rööveli,rööveliä,röövelise,rööveliz,rööveliss,röövelille,röövelill,röövelilt,röövelissi,röövelissaa,röövelika,röövelid,röövelije,rööveliit,rööveliise,rööveliiz,rööveliiss,rööveliille,rööveliill,rööveliilt,rööveliissi,rööveliissaa,röövelijka,
rüiz,rüčče,rüisse,rüččese,rüččez,rüččess,rüččelle,rüččell,rüččelt,rüččessi,rüččessaa,rüččeka,rüččed,rüččije,rüččiit,rüččiise,rüččiiz,rüččiiss,rüččiille,rüččiill,rüččiilt,rüččiissi,rüččiissaa,rüččijka,
saadu,saadu,saadua,saadusõ,saaduz,saaduss,saadullõ,saadull,saadult,saadussi,saadussaa,saaduka,saadud,saadujõ,saaduit,saaduisõ,saaduiz,saaduiss,saaduillõ,saaduill,saaduilt,saaduissi,saaduissaa,saaduika,
saappõgõ,saappõga,saappõga,saappõgasõ,saappõgõz,saappõgõss,saappõgõllõ,saappõgõll,saappõgõlt,saappõgõssi,saappõgõssaa,saappõgõka,saappõgõd,saappõgojõ,saappõgoit,saappõgoisõ,saappõgoiz,saappõgoiss,saappõgoillõ,saappõgoill,saappõgoilt,saappõgoissi,saappõgoissaa,saappõgoika,
sammõl,sammõla,sammõla,sammõlasõ,sammõlõz,sammõlõss,sammõlõllõ,sammõlõll,sammõlõlt,sammõlõssi,sammõlõssaa,sammõlõka,sammõlõd,sammõlojõ,sammõloit,sammõloisõ,sammõloiz,sammõloiss,sammõloillõ,sammõloill,sammõloilt,sammõloissi,sammõloissaa,sammõloika,
sarjõ,sarja,sarja,sarjasõ,sarjõz,sarjõss,sarjõllõ,sarjõll,sarjõlt,sarjõssi,sarjõssaa,sarjõka,sarjõd,sarjojõ,sarjoit,sarjoisõ,sarjoiz,sarjoiss,sarjoillõ,sarjoill,sarjoilt,sarjoissi,sarjoissaa,sarjoika,
sarvi,sarvõ,sarvõa,sarvõsõ,sarvõz,sarvõss,sarvõllõ,sarvõll,sarvõlt,sarvõssi,sarvõssaa,sarvõka,sarvõd,sarvijõ,sarviit,sarviisõ,sarviiz,sarviiss,sarviillõ,sarviill,sarviilt,sarviissi,sarviissaa,sarvijka,
sata,saa,satta,sattasõ,saaz,saass,saallõ,saall,saalt,saassi,saassaa,saaka,saad,satojõ,satoit,satoisõ,satoiz,satoiss,satoillõ,satoill,satoilt,satoissi,satoissaa,satoika,
sato,sao,sattoa,sattosõ,saoz,saoss,saollõ,saoll,saolt,saossi,saossaa,saoka,saod,satojõ,satoit,satoisõ,satoiz,satoiss,satoillõ,satoill,satoilt,satoissi,satoissaa,satoika,
saunõ,sauna,sauna,saunasõ,saunõz,saunõss,saunõllõ,saunõll,saunõlt,saunõssi,saunõssaa,saunõka,saunõd,saunojõ,saunoit,saunoisõ,saunoiz,saunoiss,saunoillõ,saunoill,saunoilt,saunoissi,saunoissaa,saunoika,
saunlain,saunlaizõ,saunlaissõ,saunlaizõsõ,saunlaizõz,saunlaizõss,saunlaizõllõ,saunlaizõll,saunlaizõlt,saunlaizõssi,saunlaizõssaa,saunlaizõka,saunlaizõd,saunlaisijõ,saunlaisiit,saunlaisiisõ,saunlaisiiz,saunlaisiiss,saunlaisiillõ,saunlaisiill,saunlaisiilt,saunlaisiissi,saunlaisiissaa,saunlaisijka,
savi,savõ,savõa,savõsõ,savõz,savõss,savõllõ,savõll,savõlt,savõssi,savõssaa,savõka,savõd,savijõ,saviit,saviisõ,saviiz,saviiss,saviillõ,saviill,saviilt,saviissi,saviissaa,savijka,
savvu,savvu,savvua,savvusõ,savvuz,savvuss,savvullõ,savvull,savvult,savvussi,savvussaa,savvuka,savvud,savvujõ,savvuit,savvuisõ,savvuiz,savvuiss,savvuillõ,savvuill,savvuilt,savvuissi,savvuissaa,savvuika,
seemen,seemne,seement,seemnese,seemnez,seemness,seemnelle,seemnell,seemnelt,seemnessi,seemnessaa,seemneka,seemned,seemnije,seemniit,seemniise,seemniiz,seemniiss,seemniille,seemniill,seemniilt,seemniissi,seemniissaa,seemnijka,
seine,seinä,seinä,seinäse,seinez,seiness,seinelle,seinell,seinelt,seinessi,seinessaa,seineka,seined,seinije,seiniit,seiniise,seiniiz,seiniiss,seiniille,seiniill,seiniilt,seiniissi,seiniissaa,seinijka,
selče,sellä,selčä,selčäse,sellez,selless,sellelle,sellell,sellelt,sellessi,sellessaa,selleka,selled,selčije,selčiit,selčiise,selčiiz,selčiiss,selčiille,selčiill,selčiilt,selčiissi,selčiissaa,selčijka,
seppe,sepä,seppä,seppäse,seppäz,sepäss,sepälle,sepäll,sepält,sepässi,seppässaa,sepäka,sepäd,seppije,seppiit,seppiise,seppiiz,seppiiss,seppiille,seppiill,seppiilt,seppiissi,seppiissaa,seppijka,
sese,seze,sesseä,sessese,sezez,sezess,sezelle,sezell,sezelt,sezessi,sezessaa,sezeka,sezed,seseje,seseit,seseise,seseiz,seseiss,seseille,seseill,seseilt,seseissi,seseissaa,seseika,
seukko,seuko,seukkoa,seukkosõ,seukkoz,seukoss,seukollõ,seukoll,seukolt,seukossi,seukkossaa,seukoka,seukod,seukkojõ,seukkoit,seukkoisõ,seukkoiz,seukkoiss,seukkoillõ,seukkoill,seukkoilt,seukkoissi,seukkoissaa,seukkoika,
siglõ,sigla,sigla,siglasõ,siglõz,siglõss,siglõllõ,siglõll,siglõlt,siglõssi,siglõssaa,siglõka,siglõd,siglojõ,sigloit,sigloisõ,sigloiz,sigloiss,sigloillõ,sigloill,sigloilt,sigloissi,sigloissaa,sigloika,
siipi,siive,siipeä,siipese,siivez,siivess,siivelle,siivell,siivelt,siivessi,siivessaa,siiveka,siived,siipije,siipiit,siipiise,siipiiz,siipiiss,siipiille,siipiill,siipiilt,siipiissi,siipiissaa,siipijka,
siitiä,siitiä,siitiätä,siitiäse,siitiäz,siitiäss,siitiälle,siitiäll,siitiält,siitiässi,siitiässaa,siitiäka,siitiäd,siitije,siitiit,siitiise,siitiiz,siitiiss,siitiille,siitiill,siitiilt,siitiissi,siitiissaa,siitijka,
siivo,siivo,siivoa,siivosõ,siivoz,siivoss,siivollõ,siivoll,siivolt,siivossi,siivossaa,siivoka,siivod,siivojõ,siivoit,siivoisõ,siivoiz,siivoiss,siivoillõ,siivoill,siivoilt,siivoissi,siivoissaa,siivoika,
sika,siga,sikka,sikkasõ,sigaz,sigass,sigallõ,sigall,sigalt,sigassi,sigassaa,sigaka,sigad,sikojõ,sikoit,sikoisõ,sikoiz,sikoiss,sikoillõ,sikoill,sikoilt,sikoissi,sikoissaa,sikoika,
silme,silmä,silmä,silmäse,silmez,silmess,silmelle,silmell,silmelt,silmessi,silmessaa,silmeka,silmed,silmije,silmiit,silmiise,silmiiz,silmiiss,silmiille,silmiill,silmiilt,silmiissi,silmiissaa,silmijka,
siltõ,silla,silta,siltasõ,sillõz,sillõss,sillõllõ,sillõll,sillõlt,sillõssi,sillõssaa,sillõka,sillõd,siltojõ,siltoit,siltoisõ,siltoiz,siltoiss,siltoillõ,siltoill,siltoilt,siltoissi,siltoissaa,siltoika,
sinin,sinize,sinisse,sinizese,sinizez,sinizess,sinizelle,sinizell,sinizelt,sinizessi,sinizessaa,sinizeka,sinized,sinisije,sinisiit,sinisiise,sinisiiz,sinisiiss,sinisiille,sinisiill,sinisiilt,sinisiissi,sinisiissaa,sinisijka,
sisavõ,sisava,sisava,sisavasõ,sisavõz,sisavõss,sisavõllõ,sisavõll,sisavõlt,sisavõssi,sisavõssaa,sisavõka,sisavõd,sisavojõ,sisavoit,sisavoisõ,sisavoiz,sisavoiss,sisavoillõ,sisavoill,sisavoilt,sisavoissi,sisavoissaa,sisavoika,
siso,sizo,sissoa,sissosõ,sizoz,sizoss,sizollõ,sizoll,sizolt,sizossi,sizossaa,sizoka,sizod,sisojõ,sisoit,sisoisõ,sisoiz,sisoiss,sisoillõ,sisoill,sisoilt,sisoissi,sisoissaa,sisoika,
skopkõ,skobga,skopka,skopkasõ,skobgõz,skobgõss,skobgõllõ,skobgõll,skobgõlt,skobgõssi,skobgõssaa,skobgõka,skobgõd,skopkijõ,skopkiit,skopkiisõ,skopkiiz,skopkiiss,skopkiillõ,skopkiill,skopkiilt,skopkiissi,skopkiissaa,skopkijka,
sl̕ifkõ,sl̕ifka,sl̕ifka,sl̕ifkasõ,sl̕ifkõz,sl̕ifkõss,sl̕ifkõllõ,sl̕ifkõll,sl̕ifkõlt,sl̕ifkõssi,sl̕ifkõssaa,sl̕ifkõka,sl̕ifkõd,sl̕ifkojõ,sl̕ifkoit,sl̕ifkoisõ,sl̕ifkoiz,sl̕ifkoiss,sl̕ifkoillõ,sl̕ifkoill,sl̕ifkoilt,sl̕ifkoissi,sl̕ifkoissaa,sl̕ifkoika,
slona,slona,slona,slonasõ,slonaz,slonass,slonallõ,slonall,slonalt,slonassi,slonassaa,slonaka,slonad,slonijõ,slonõit,slonõisõ,slonõiz,slonõiss,slonõillõ,slonõill,slonõilt,slonõissi,slonõissaa,slonõika,
soo,soo,sootõ,sohho,sooz,sooss,soollõ,sooll,soolt,soossi,soossaa,sooka,sood,soijõ,soit,soisõ,soiz,soiss,soillõ,soill,soilt,soissi,soissaa,soika,
sooli,soolõ,sooltõ,soolõsõ,soolõz,soolõss,soolõllõ,soolõll,soolõlt,soolõssi,soolõssaa,soolõka,soolõd,soolijõ,sooliit,sooliisõ,sooliiz,sooliiss,sooliillõ,sooliill,sooliilt,sooliissi,sooliissaa,soolijka,
soolõ,soola,soola,soolasõ,soolõz,soolõss,soolõllõ,soolõll,soolõlt,soolõssi,soolõssaa,soolõka,soolõd,soolijõ,sooliit,sooliisõ,sooliiz,sooliiss,sooliillõ,sooliill,sooliilt,sooliissi,sooliissaa,soolijka,
Soomi,Soomõ,Soomõa,Soomõsõ,Soomõz,Soomõss,Soomõllõ,Soomõll,Soomõlt,Soomõssi,Soomõssaa,Soomõka,Soomõd,Soomijõ,Soomiit,Soomiisõ,Soomiiz,Soomiiss,Soomiillõ,Soomiill,Soomiilt,Soomiissi,Soomiissaa,Soomijka,
soomõlain,soomõlaizõ,soomõlaissõ,soomõlaizõsõ,soomõlaizõz,soomõlaizõss,soomõlaizõllõ,soomõlaizõll,soomõlaizõlt,soomõlaizõssi,soomõlaizõssaa,soomõlaizõka,soomõlaizõd,soomõlaisijõ,soomõlaisiit,soomõlaisiisõ,soomõlaisiiz,soomõlaisiiss,soomõlaisiillõ,soomõlaisiill,soomõlaisiilt,soomõlaisiissi,soomõlaisiissaa,soomõlaisijka,
sopuin,sopuizõ,sopuissõ,sopuizõsõ,sopuizõz,sopuizõss,sopuizõllõ,sopuizõll,sopuizõlt,sopuizõssi,sopuizõssaa,sopuizõka,sopuizõd,sopuisijõ,sopuisiit,sopuisiisõ,sopuisiiz,sopuisiiss,sopuisiillõ,sopuisiill,sopuisiilt,sopuisiissi,sopuisiissaa,sopuisijka,
sorsõ,sorza,sorsa,sorsasõ,sorzõz,sorzõss,sorzõllõ,sorzõll,sorzõlt,sorzõssi,sorsõssaa,sorzõka,sorzõd,sorsijõ,sorsiit,sorsiisõ,sorsiiz,sorsiiss,sorsiillõ,sorsiill,sorsiilt,sorsiissi,sorsiissaa,sorsijka,
stooli,stooli,stoolia,stoolisõ,stooliz,stooliss,stoolillõ,stoolill,stoolilt,stoolissi,stoolissaa,stoolika,stoolid,stoolijõ,stooliit,stooliisõ,stooliiz,stooliiss,stooliillõ,stooliill,stooliilt,stooliissi,stooliissaa,stoolijka,
sukkõ,suka,sukka,sukkasõ,sukkõz,sukõss,sukõllõ,sukõll,sukõlt,sukõssi,sukkõssaa,sukõka,sukõd,sukkijõ,sukkiit,sukkiisõ,sukkiiz,sukkiiss,sukkiillõ,sukkiill,sukkiilt,sukkiissi,sukkiissaa,sukkijka,
suku,sugu,sukkua,sukkusõ,suguz,suguss,sugullõ,sugull,sugult,sugussi,sugussaa,suguka,sugud,sukujõ,sukuit,sukuisõ,sukuiz,sukuiss,sukuillõ,sukuill,sukuilt,sukuissi,sukuissaa,sukuika,
sukulain,sukulaizõ,sukulaissõ,sukulaizõsõ,sukulaizõz,sukulaizõss,sukulaizõllõ,sukulaizõll,sukulaizõlt,sukulaizõssi,sukulaizõssaa,sukulaizõka,sukulaizõd,sukulaisijõ,sukulaisiit,sukulaisiisõ,sukulaisiiz,sukulaisiiss,sukulaisiillõ,sukulaisiill,sukulaisiilt,sukulaisiissi,sukulaisiissaa,sukulaisijka,
suma,suma,suma,sumasõ,sumaz,sumass,sumallõ,sumall,sumalt,sumassi,sumassaa,sumaka,sumad,sumojõ,sumoit,sumoisõ,sumoiz,sumoiss,sumoillõ,sumoill,sumoilt,sumoissi,sumoissaa,sumoika,
summõ,summa,summa,summasõ,summõz,summõss,summõllõ,summõll,summõlt,summõssi,summõssaa,summõka,summõd,summojõ,summoit,summoisõ,summoiz,summoiss,summoillõ,summoill,summoilt,summoissi,summoissaa,summoika,
suppi,supi,suppia,suppisõ,suppiz,supiss,supillõ,supill,supilt,supissi,suppissaa,supika,supid,suppijõ,suppiit,suppiisõ,suppiiz,suppiiss,suppiillõ,suppiill,suppiilt,suppiissi,suppiissaa,suppijka,
surmõ,surma,surma,surmasõ,surmõz,surmõss,surmõllõ,surmõll,surmõlt,surmõssi,surmõssaa,surmõka,surmõd,surmojõ,surmoit,surmoisõ,surmoiz,surmoiss,surmoillõ,surmoill,surmoilt,surmoissi,surmoissaa,surmoika,
susi,suõ,suttõ,suttõsõ,suõz,suõss,suõllõ,suõll,suõlt,suõssi,suõssaa,suõka,suõd,susijõ,susiit,susiisõ,susiiz,susiiss,susiillõ,susiill,susiilt,susiissi,susiissaa,susijka,
suukkuri,suukkuri,suukkuria,suukkurisõ,suukkuriz,suukkuriss,suukkurillõ,suukkurill,suukkurilt,suukkurissi,suukkurissaa,suukkurika,suukkurid,suukkurijõ,suukkuriit,suukkuriisõ,suukkuriiz,suukkuriiss,suukkuriillõ,suukkuriill,suukkuriilt,suukkuriissi,suukkuriissaa,suukkurijka,
suukkurliivõ,suukkurliiva,suukkurliiva,suukkurliivasõ,suukkurliivõz,suukkurliivõss,suukkurliivõllõ,suukkurliivõll,suukkurliivõlt,suukkurliivõssi,suukkurliivõssaa,suukkurliivõka,suukkurliivõd,suukkurliivojõ,suukkurliivoit,suukkurliivoisõ,suukkurliivoiz,suukkurliivoiss,suukkurliivoillõ,suukkurliivoill,suukkurliivoilt,suukkurliivoissi,suukkurliivoissaa,suukkurliivoika,
suuri,suurõ,suurtõ,suurõsõ,suurõz,suurõss,suurõllõ,suurõll,suurõlt,suurõssi,suurõssaa,suurõka,suurõd,suurijõ,suuriit,suuriisõ,suuriiz,suuriiss,suuriillõ,suuriill,suuriilt,suuriissi,suuriissaa,suurijka,
suuto,suuo,suutoa,suutosõ,suuoz,suuoss,suuollõ,suuoll,suuolt,suuossi,suuossaa,suuoka,suuod,suutojõ,suutoit,suutoisõ,suutoiz,suutoiss,suutoillõ,suutoill,suutoilt,suutoissi,suutoissaa,suutoika,
sveežõ,sveeža,sveeža,sveežasõ,sveežõz,sveežõss,sveežõllõ,sveežõll,sveežõlt,sveežõssi,sveežõssaa,sveežõka,sveežõd,sveežijõ,sveežiit,sveežiisõ,sveežiiz,sveežiiss,sveežiillõ,sveežiill,sveežiilt,sveežiissi,sveežiissaa,sveežijka,
sõbrõ,sõbra,sõbra,sõbrasõ,sõbrõz,sõbrõss,sõbrõllõ,sõbrõll,sõbrõlt,sõbrõssi,sõbrõssaa,sõbrõka,sõbrõd,sõbrojõ,sõbroit,sõbroisõ,sõbroiz,sõbroiss,sõbroillõ,sõbroill,sõbroilt,sõbroissi,sõbroissaa,sõbroika,
sõna,sõna,sõna,sõnasõ,sõnaz,sõnass,sõnallõ,sõnall,sõnalt,sõnassi,sõnassaa,sõnaka,sõnad,sõnojõ,sõnoit,sõnoisõ,sõnoiz,sõnoiss,sõnoillõ,sõnoill,sõnoilt,sõnoissi,sõnoissaa,sõnoika,
sõpa,sõva,sõppa,sõppasõ,sõvaz,sõvass,sõvallõ,sõvall,sõvalt,sõvassi,sõvassaa,sõvaka,sõvad,sõpojõ,sõpoit,sõpoisõ,sõpoiz,sõpoiss,sõpoillõ,sõpoill,sõpoilt,sõpoissi,sõpoissaa,sõpoika,
sõrmi,sõrmõ,sõrmõa,sõrmõsõ,sõrmõz,sõrmõss,sõrmõllõ,sõrmõll,sõrmõlt,sõrmõssi,sõrmõssaa,sõrmõka,sõrmõd,sõrmijõ,sõrmiit,sõrmiisõ,sõrmiiz,sõrmiiss,sõrmiillõ,sõrmiill,sõrmiilt,sõrmiissi,sõrmiissaa,sõrmijka,
sõrmuz,sõrmusõ,sõrmussõ,sõrmussõ,sõrmusõz,sõrmusõss,sõrmusõllõ,sõrmusõll,sõrmusõlt,sõrmusõssi,sõrmusõssaa,sõrmusõka,sõrmusõd,sõrmussijõ,sõrmussiit,sõrmussiisõ,sõrmussiiz,sõrmussiiss,sõrmussiillõ,sõrmussiill,sõrmussiilt,sõrmussiissi,sõrmussiissaa,sõrmussijka,
sõta,sõa,sõtta,sõttasõ,sõaz,sõass,sõallõ,sõall,sõalt,sõassi,sõassaa,sõaka,sõad,sõtojõ,sõtoit,sõtoisõ,sõtoiz,sõtoiss,sõtoillõ,sõtoill,sõtoilt,sõtoissi,sõtoissaa,sõtoika,
sää,sää,sääte,sähäse,sääz,sääss,säälle,sääll,säält,säässi,säässaa,sääka,sääd,säije,säit,säise,säiz,säiss,säille,säill,säilt,säissi,säissaa,säika,
süčüzü,süčüzü,süčüzüä,süčüzüse,süčüzüz,süčüzüss,süčüzülle,süčüzüll,süčüzült,süčüzüssi,süčüzüssaa,süčüzüka,süčüzüd,süčüzüje,süčüzüit,süčüzüise,süčüzüiz,süčüzüiss,süčüzüille,süčüzüill,süčüzüilt,süčüzüissi,süčüzüissaa,süčüzüika,
süli,süle,sülte,sülese,sülez,süless,sülelle,sülell,sülelt,sülessi,sülessaa,süleka,süled,sülije,süliit,süliise,süliiz,süliiss,süliille,süliill,süliilt,süliissi,süliissaa,sülijka,
sünti,sünni,süntiä,süntise,sünniz,sünniss,sünnille,sünnill,sünnilt,sünnissi,sünnissaa,sünnika,sünnid,süntije,süntiit,süntiise,süntiiz,süntiiss,süntiille,süntiill,süntiilt,süntiissi,süntiissaa,süntijka,
süsi,süe,sütte,süttese,süez,süess,süelle,süell,süelt,süessi,süessaa,süeka,süed,süsije,süsiit,süsiise,süsiiz,süsiiss,süsiille,süsiill,süsiilt,süsiissi,süsiissaa,süsijka,
süsiin,süsize,süsiisse,süsizese,süsizez,süsizess,süsizelle,süsizell,süsizelt,süsizessi,süsizessaa,süsizeka,süsized,süsisije,süsisiit,süsisiise,süsisiiz,süsisiiss,süsisiille,süsisiill,süsisiilt,süsisiissi,süsisiissaa,süsisijka,
süä,süä,süttä,süttäse,süäz,süäss,süälle,süäll,süält,süässi,süässaa,süäka,süäd,süttije,süttiit,süttiise,süttiiz,süttiiss,süttiille,süttiill,süttiilt,süttiissi,süttiissaa,süttijka,
süüčči,süüči,süüččiä,süüččise,süüčiz,süüčiss,süüčille,süüčill,süüčilt,süüčissi,süüčissaa,süüčika,süüčid,süüččije,süüččiit,süüččiise,süüččiiz,süüččiiss,süüččiille,süüččiill,süüččiilt,süüččiissi,süüččiissaa,süüččijka,
škoulu,škoulu,škoulua,škoulusõ,škouluz,škouluss,škoulullõ,škoulull,škoulult,škoulussi,škoulussaa,škouluka,škoulud,škoulujõ,škouluit,škouluisõ,škouluiz,škouluiss,škouluillõ,škouluill,škouluilt,škouluissi,škouluissaa,škouluika,
šlääppi,šlääpi,šlääppiä,šlääppise,šlääppiz,šlääpiss,šlääpille,šlääpill,šlääpilt,šlääpissi,šlääppissaa,šlääpika,šlääpid,šlääppije,šlääppiit,šlääppiise,šlääppiiz,šlääppiiss,šlääppiille,šlääppiill,šlääppiilt,šlääppiissi,šlääppiissaa,šlääppijka,
špeili,špeili,špeiliä,špeilise,špeiliz,špeiliss,špeilille,špeilill,špeililt,špeilissi,špeilissaa,špeilika,špeilid,špeilije,špeiliit,špeiliise,špeiliiz,špeiliiss,špeiliille,špeiliill,špeiliilt,špeiliissi,špeiliissaa,špeilijka,
štanad,štanojõ,štanoit,štanoisõ,štanaz,štanass,štanallõ,štanall,štanalt,štanassi,štanassaa,štanaka,štanad,štanojõ,štanoit,štanoisõ,štanoiz,štanoiss,štanoillõ,štanoill,štanoilt,štanoissi,štanoissaa,štanoika,
šuubõ,šuuba,šuuba,šuubasõ,šuubõz,šuubõss,šuubõllõ,šuubõll,šuubõlt,šuubõssi,šuubõssaa,šuubõka,šuubõd,šuubojõ,šuuboit,šuuboisõ,šuuboiz,šuuboiss,šuuboillõ,šuuboill,šuuboilt,šuuboissi,šuuboissaa,šuuboika,
zanavesk,zanaveska,zanaveska,zanaveskasõ,zanaveskõz,zanaveskõss,zanaveskõllõ,zanaveskõll,zanaveskõlt,zanaveskõssi,zanaveskõssaa,zanaveskõka,zanaveskõd,zanaveskojõ,zanaveskoit,zanaveskoisõ,zanaveskoiz,zanaveskoiss,zanaveskoillõ,zanaveskoill,zanaveskoilt,zanaveskoissi,zanaveskoissaa,zanaveskoika,
ženihõ,ženiha,ženiha,ženihasõ,ženihõz,ženihõss,ženihõllõ,ženihõll,ženihõlt,ženihõssi,ženihõssaa,ženihõka,ženihõd,ženihojõ,ženihoit,ženihoisõ,ženihoiz,ženihoiss,ženihoillõ,ženihoill,ženihoilt,ženihoissi,ženihoissaa,ženihoika,
žiivõttõ,žiivõta,žiivõtta,žiivõttasõ,žiivõttõz,žiivõtõss,žiivõtõllõ,žiivõtõll,žiivõtõlt,žiivõtõssi,žiivõttõssaa,žiivõtõka,žiivõtõd,žiivõttojõ,žiivõttoit,žiivõttoisõ,žiivõttoiz,žiivõttoiss,žiivõttoillõ,žiivõttoill,žiivõttoilt,žiivõttoissi,žiivõttoissaa,žiivõttoika,
